InvoiceID,FailedFields,ModifiedFields,Provider_Clean,InvoiceAmount_Clean,InvoiceDate_Clean,ContractTitle_Clean,ContractNumber_Clean
INV10183,['ContractNumber'],"['Provider', 'InvoiceAmount']",Showtime Event Group Pty Ltd,0.0,2028-03-29,Melbourne Town Hall venue management,3670
INV10184,['ContractNumber'],['InvoiceDate'],Nationwide Towing Services,147468.09,2025-02-04,Vehicle tow away and impound services,3585
INV10185,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,0.0,2029-05-23,Integrated security services,3686
INV10186,['ContractNumber'],"['Provider', 'InvoiceAmount']",Nationwide Towing Services,84126.3,2027-03-11,Vehicle tow away and impound services,3585
INV10187,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,195178.52,2028-07-24,Building cleaning services,3634
INV10188,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,0.0,2028-12-27,Parking technology services,3623
INV10189,['ContractNumber'],['InvoiceDate'],SERCO,236399.14,2025-12-18,Open spaces management - region 2,3677
INV10190,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,157593.39,2026-04-28,Vehicle tow away and impound services,3585
INV10191,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,8729.65,2028-02-06,Street cleaning,3669
INV10192,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,169924.95,2027-06-15,Open spaces management - region 1,3676
INV10193,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,53223.89,2025-01-21,Open spaces management - region 1,3676
INV10194,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,46216.26,2027-11-30,Management of Active Melbourne recreation facilities,3615
INV10195,['ContractNumber'],"['Provider', 'InvoiceAmount']",Calcorp Services Pty Ltd,124898.17,2025-12-23,Graffiti management and pressure cleaning services,3668
INV10196,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,91885.58,2028-10-31,Melbourne Town Hall venue management,3670
INV10197,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,186149.42,2027-04-27,Tree management maintenance services,3678
INV10198,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2025-08-04,Civil infrastructure services,3665
INV10199,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,79033.55,2025-05-10,Street cleaning,3669
INV10200,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,112514.93,2026-06-17,Tree management maintenance services,3678
INV10201,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,100000.0,2028-08-11,Vehicle tow away and impound services,3585
INV10202,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,29861.95,2026-02-17,Waste management services,3556
INV10203,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,137594.55,2025-11-29,Management of Active Melbourne recreation facilities,3615
INV10204,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,141055.57,2028-07-04,Building maintenance services,3630
INV10205,['ContractNumber'],['InvoiceDate'],Spotless Facility Services Pty Ltd,217615.67,2028-10-16,Street cleaning,3669
INV10206,['ContractNumber'],"['Provider', 'InvoiceAmount']",Reino International Pty Ltd T/A Duncan Solutions,98493.23,2029-11-01,Parking technology services,3623
INV10207,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,170037.3,2027-02-04,Open spaces management - region 1,3676
INV10208,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,18110.0,2025-05-07,Vehicle tow away and impound services,3585
INV10209,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,188763.7,2027-10-22,Street cleaning,3669
INV10210,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,50742.48,2026-06-23,Building maintenance services,3630
INV10211,['ContractNumber'],"['Provider', 'InvoiceAmount']",Victorian YMCA Community Programming Pty Ltd,132755.53,2026-06-16,Management of Active Melbourne recreation facilities,3615
INV10212,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,67283.49,2028-08-04,Management of Active Melbourne recreation facilities,3615
INV10213,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,151643.06,2028-12-23,Graffiti management and pressure cleaning services, 
INV10214,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,96176.78,2028-01-17,Civil infrastructure services,3665
INV10215,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,100000.0,2026-09-23,Open spaces management - region 2,3677
INV10216,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,6446.56,2026-12-30,Management of Active Melbourne recreation facilities,3615
INV10217,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,37598.37,2026-01-10,Building cleaning services,3634
INV10218,['ContractNumber'],"['Provider', 'InvoiceAmount']",National Protective Services Pty Ltd,100000.0,2025-02-19,Integrated security services,3686
INV10219,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,36688.72,2025-01-14,Building cleaning services,3634
INV10220,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",Nationwide Towing Services,,2025-01-23,Vehicle tow away and impound services,3585
INV10221,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,0.0,2025-01-19,Waste management services,3556
INV10222,['ContractNumber'],['Provider'],National Protective Services Pty Ltd,170215.01,2025-01-02,Integrated security services,3686
INV10223,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,531.67,2027-08-13,Tree management maintenance services,3678
INV10224,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,47644.72,2027-01-09,Civil infrastructure services, 
INV10225,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,200000.0,2025-09-13,Waste management services,3556
INV10226,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,130450.88,2028-08-30,Open spaces management - region 1,3676
INV10227,['ContractNumber'],"['Provider', 'InvoiceAmount']",Nationwide Towing Services,73100.42,2026-01-07,Vehicle tow away and impound services,3585
INV10228,['ContractNumber'],['InvoiceDate'],Menzies International (Aust) Pty Ltd,69060.42,2025-02-23,Building cleaning services,3634
INV10229,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,175596.7,2025-08-09,Street cleaning,3669
INV10230,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,123370.03,2027-10-29,Management of Active Melbourne recreation facilities,3615
INV10231,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,100000.0,2026-02-15,Graffiti management and pressure cleaning services,3668
INV10232,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,155575.3,2028-01-07,Vehicle tow away and impound services,3585
INV10233,['ContractNumber'],['Provider'],Programmed Facility Management Pty Ltd,208340.6,2027-06-01,Building maintenance services, 
INV10234,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,173876.54,2027-07-19,Open spaces management - region 2,3677
INV10235,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,14033.86,2027-05-18,Management of Active Melbourne recreation facilities,3615
INV10236,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,134428.57,2027-06-12,Tree management maintenance services,3678
INV10237,['ContractNumber'],"['Provider', 'InvoiceAmount', 'ContractTitle']",Citywide Service Solutions Pty Ltd,100000.0,2028-07-13,Open spaces management - region 1,3676
INV10238,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,100000.0,2027-02-28,Street cleaning,3669
INV10239,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,8383.51,2029-11-20,Management of Active Melbourne recreation facilities,3615
INV10240,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,29991.36,2026-01-02,Waste management services,3556
INV10241,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,204922.54,2028-01-13,Open spaces management - region 2,3677
INV10242,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,34420.28,2029-11-05,Tree management maintenance services,3678
INV10243,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,17608.04,2029-02-21,Parking technology services,3623
INV10244,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,226148.41,2025-09-11,Tree management maintenance services,3678
INV10245,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,231655.89,2029-02-27,Street cleaning,3669
INV10246,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,79576.49,2025-01-21,Civil infrastructure services,3665
INV10247,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,232077.83,2027-02-21,Vehicle tow away and impound services,3585
INV10248,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,0.0,2026-05-25,Open spaces management - region 2,3677
INV10249,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,169850.81,2028-02-17,Graffiti management and pressure cleaning services,3668
INV10250,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,35725.41,2029-12-21,Street cleaning,3669
INV10251,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,36418.99,2029-06-07,Building cleaning services,3634
INV10252,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,105394.36,2027-10-30,Waste management services,3556
INV10253,['ContractNumber'],['Provider'],Victorian YMCA Community Programming Pty Ltd,43585.9,2025-06-17,Management of Active Melbourne recreation facilities,3615
INV10254,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,227415.17,2025-06-10,Tree management maintenance services,3678
INV10255,['ContractNumber'],['InvoiceDate'],Reino International Pty Ltd T/A Duncan Solutions,111658.03,2025-08-04,Parking technology services,3623
INV10256,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,123863.36,2025-07-31,Melbourne Town Hall venue management,3670
INV10257,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,109602.05,2025-08-31,Street cleaning,3669
INV10258,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,10310.53,2029-08-21,Open spaces management - region 1,3676
INV10259,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,100200.06,2027-03-02,Vehicle tow away and impound services,3585
INV10260,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,0.0,2025-06-09,Tree management maintenance services,3678
INV10261,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,103805.43,2029-08-25,Parking technology services,3623
INV10262,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,86005.89,2027-05-25,Parking technology services,3623
INV10263,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,107827.5,2029-09-10,Waste management services,3556
INV10264,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,179990.69,2027-07-23,Tree management maintenance services,3678
INV10265,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,35466.64,2029-01-21,Open spaces management - region 2,3677
INV10266,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,70919.02,2028-05-02,Graffiti management and pressure cleaning services,3668
INV10267,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,39165.81,2026-04-19,Open spaces management - region 2,3677
INV10268,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,151179.52,2028-10-03,Open spaces management - region 2,3677
INV10269,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,200000.0,2029-06-21,Civil infrastructure services,3665
INV10270,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,171669.83,2027-07-12,Open spaces management - region 2,3677
INV10271,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,48128.23,2025-03-07,Melbourne Town Hall venue management,3670
INV10272,"['InvoiceAmount', 'ContractNumber']",['Provider'],SERCO,,2025-11-30,Open spaces management - region 2,3677
INV10273,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,168903.41,2028-01-07,Vehicle tow away and impound services,3585
INV10274,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,54612.68,2025-04-19,Waste management services,3556
INV10275,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,134851.21,2027-12-15,Tree management maintenance services,3678
INV10276,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,90024.28,2027-08-28,Tree management maintenance services,3678
INV10277,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,100000.0,2025-09-09,Street cleaning,3669
INV10278,['ContractNumber'],['InvoiceDate'],Reino International Pty Ltd T/A Duncan Solutions,43683.53,2028-12-11,Parking technology services,3623
INV10279,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,199502.48,2025-02-26,Waste management services,3556
INV10280,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,241791.87,2026-04-07,Civil infrastructure services,3665
INV10281,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Programmed Facility Management Pty Ltd,55414.23,2026-01-03,Building maintenance services,3630
INV10282,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,208044.09,2026-10-06,Street cleaning, 
INV10283,['ContractNumber'],['Provider'],Reino International Pty Ltd T/A Duncan Solutions,205586.19,2026-04-01,Parking technology services,3623
INV10284,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,130711.89,2025-09-18,Vehicle tow away and impound services,3585
INV10285,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,50556.97,2025-04-01,Management of Active Melbourne recreation facilities,3615
INV10286,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,218877.36,2028-06-01,Civil infrastructure services,3665
INV10287,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,46802.68,2028-05-22,Graffiti management and pressure cleaning services,3668
INV10288,['ContractNumber'],[],Citywide Service Solutions Pty Ltd,30949.52,2026-02-11,Open spaces management - region 1,3676
INV10289,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,70342.07,2028-01-23,Building cleaning services,3634
INV10290,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,12835.59,2027-09-17,Melbourne Town Hall venue management,3670
INV10291,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,19629.93,2028-04-25,Management of Active Melbourne recreation facilities,3615
INV10292,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,37175.84,2027-10-28,Street cleaning,3669
INV10293,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,22429.84,2027-06-12,Open spaces management - region 1,3676
INV10294,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,247355.0,2029-07-10,Civil infrastructure services,3665
INV10295,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,100000.0,2026-02-20,Building cleaning services,3634
INV10296,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,56385.74,2028-09-24,Building maintenance services,3630
INV10297,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,155490.23,2026-04-07,Open spaces management - region 2,3677
INV10298,['ContractNumber'],['InvoiceDate'],National Protective Services Pty Ltd,94916.11,2026-02-19,Integrated security services,3686
INV10299,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,236102.6,2026-06-25,Open spaces management - region 2,3677
INV10300,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2026-04-24,Civil infrastructure services, 
INV10301,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,27670.11,2027-12-25,Parking technology services,3623
INV10302,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",SERCO,177943.66,2027-12-30,Open spaces management - region 2,3677
INV10303,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2028-04-17,Tree management maintenance services,3678
INV10304,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,175247.93,2027-06-29,Building maintenance services,3630
INV10305,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,93010.72,2025-09-09,Parking technology services,3623
INV10306,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,240298.73,2029-07-27,Parking technology services,3623
INV10307,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,243469.91,2028-03-05,Melbourne Town Hall venue management,3670
INV10308,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,86430.39,2028-02-29,Melbourne Town Hall venue management,3670
INV10309,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,15772.18,2026-10-26,Tree management maintenance services,3678
INV10310,['ContractNumber'],['InvoiceAmount'],SERCO,100000.0,2028-06-15,Open spaces management - region 2,3677
INV10311,['ContractNumber'],"['Provider', 'InvoiceAmount']",Nationwide Towing Services,158337.78,2026-02-24,Vehicle tow away and impound services,3585
INV10312,['ContractNumber'],['Provider'],National Protective Services Pty Ltd,214204.28,2027-03-11,Integrated security services,3686
INV10313,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,64601.68,2029-08-11,Melbourne Town Hall venue management,3670
INV10314,['ContractNumber'],['Provider'],National Protective Services Pty Ltd,44164.26,2026-11-23,Integrated security services,3686
INV10315,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,190532.99,2027-11-20,Graffiti management and pressure cleaning services,3668
INV10316,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,232995.55,2029-08-27,Melbourne Town Hall venue management,3670
INV10317,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,205044.82,2029-09-23,Tree management maintenance services,3678
INV10318,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,100000.0,2027-10-14,Graffiti management and pressure cleaning services,3668
INV10319,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,97422.68,2027-05-25,Civil infrastructure services,3665
INV10320,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,182857.1,2025-03-22,Open spaces management - region 2,3677
INV10321,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Spotless Facility Services Pty Ltd,155485.8,2028-05-08,Street cleaning,3669
INV10322,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,73961.37,2025-11-17,Parking technology services,3623
INV10323,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,182403.36,2029-11-30,Melbourne Town Hall venue management,3670
INV10324,['ContractNumber'],['Provider'],Reino International Pty Ltd T/A Duncan Solutions,80384.71,2027-01-03,Parking technology services,3623
INV10325,['ContractNumber'],[],Nationwide Towing Services,148220.87,2028-06-23,Vehicle tow away and impound services,3585
INV10326,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,233663.97,2026-12-26,Tree management maintenance services,3678
INV10327,['ContractNumber'],['InvoiceDate'],Spotless Facility Services Pty Ltd,73085.89,2027-12-13,Street cleaning,3669
INV10328,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,60292.36,2027-05-12,Vehicle tow away and impound services,3585
INV10329,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,48182.61,2025-04-18,Open spaces management - region 2, 
INV10330,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,124863.91,2026-11-03,Tree management maintenance services,3678
INV10331,['ContractNumber'],['InvoiceDate'],Showtime Event Group Pty Ltd,1157.28,2029-08-08,Melbourne Town Hall venue management,3670
INV10332,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,11874.07,2027-04-14,Open spaces management - region 1,3676
INV10333,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,108049.43,2025-08-28,Building cleaning services,3634
INV10334,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,121265.76,2025-12-13,Building cleaning services,3634
INV10335,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,77901.7,2025-02-13,Vehicle tow away and impound services,3585
INV10336,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,200000.0,2028-03-30,Waste management services,3556
INV10337,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,247079.01,2025-09-06,Parking technology services,3623
INV10338,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,176401.71,2027-09-16,Open spaces management - region 1,3676
INV10339,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,60526.09,2027-01-30,Street cleaning,3669
INV10340,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,0.0,2028-06-14,Open spaces management - region 2,3677
INV10341,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,82381.68,2027-01-21,Tree management maintenance services,3678
INV10342,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,160677.37,2027-04-15,Waste management services,3556
INV10343,['ContractNumber'],[],Programmed Facility Management Pty Ltd,76681.28,2029-09-29,Building maintenance services,3630
INV10344,['ContractNumber'],['Provider'],Calcorp Services Pty Ltd,161230.16,2029-12-13,Graffiti management and pressure cleaning services,3668
INV10345,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,193372.81,2025-04-17,Parking technology services,3623
INV10346,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,230676.13,2025-02-04,Waste management services,3556
INV10347,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,219895.67,2026-08-03,Integrated security services,3686
INV10348,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,18001.17,2029-11-01,Street cleaning,3669
INV10349,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Reino International Pty Ltd T/A Duncan Solutions,121914.2,2028-04-28,Parking technology services,3623
INV10350,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,62504.35,2028-11-12,Open spaces management - region 2,3677
INV10351,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,226554.28,2026-08-05,Building maintenance services,3630
INV10352,['ContractNumber'],['InvoiceAmount'],Citywide Service Solutions Pty Ltd,189965.33,2028-11-13,Civil infrastructure services,3665
INV10353,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,27242.12,2029-03-31,Open spaces management - region 1,3676
INV10354,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,98854.12,2028-08-15,Building cleaning services,3634
INV10355,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,55153.68,2028-09-11,Parking technology services,3623
INV10356,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,165558.5,2026-12-20,Graffiti management and pressure cleaning services,3668
INV10357,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,217878.34,2025-01-27,Graffiti management and pressure cleaning services, 
INV10358,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,237597.65,2027-08-06,Management of Active Melbourne recreation facilities,3615
INV10359,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,98484.43,2025-07-24,Building maintenance services,3630
INV10360,['ContractNumber'],[],Programmed Facility Management Pty Ltd,20330.54,2029-02-17,Building maintenance services,3630
INV10361,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,54038.11,2029-01-14,Management of Active Melbourne recreation facilities,3615
INV10362,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,121901.92,2025-12-01,Building maintenance services,3630
INV10363,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,3077.9,2028-07-28,Tree management maintenance services,3678
INV10364,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,200000.0,2026-12-12,Building cleaning services,3634
INV10365,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,249393.6,2028-09-26,Tree management maintenance services,3678
